ligand,receptor,cell_from_logFC,cell_from_q.value,cell_from,cell_to_logFC,cell_to_q.value,cell_to,comm_type
ADAM15,ITGB1,0.322675861,1,Ciliated,-0.213720894,0.008761289,DC,other
ADAM17,ITGB1,-0.413255145,0.091300177,Ciliated,-0.213720894,0.008761289,DC,other
ADAM9,ITGB1,0.139382856,1,Ciliated,-0.213720894,0.008761289,DC,other
AGRN,ITGB1,0.191793771,1,Ciliated,-0.213720894,0.008761289,DC,other
ALOX5AP,ALOX5,-2.132353051,1.87E-35,Ciliated,-0.413204196,1.16E-13,DC,other
ANXA1,DYSF,0.470661473,0.000542068,Ciliated,0.13058116,0.006505105,DC,other
ANXA1,FPR1,0.470661473,0.000542068,Ciliated,0.322332421,1,DC,other
ANXA1,FPR3,0.470661473,0.000542068,Ciliated,-0.138568954,0.746612893,DC,other
APOE,LRP1,-1.893126966,5.23E-31,Ciliated,0.137098017,1,DC,other
APP,CD74,1.252464942,1.10E-26,Ciliated,-0.390744204,6.76E-35,DC,other
APP,LRP1,1.252464942,1.10E-26,Ciliated,0.137098017,1,DC,other
APP,TNFRSF21,1.252464942,1.10E-26,Ciliated,0.139972505,0.790683606,DC,other
B2M,CD1A,-0.101183256,1,Ciliated,-0.294119232,2.01E-24,DC,other
B2M,CD1B,-0.101183256,1,Ciliated,-0.723685429,3.56E-60,DC,other
C1QB,LRP1,-2.53717399,3.73E-35,Ciliated,0.137098017,1,DC,other
CALM1,FAS,1.437697745,3.12E-29,Ciliated,0.164729635,0.00537555,DC,other
CALM1,KCNN4,1.437697745,3.12E-29,Ciliated,-0.119221797,0.759331712,DC,other
CALM1,SELL,1.437697745,3.12E-29,Ciliated,0.85925678,5.28E-25,DC,other
CALM2,SELL,0.772075769,1.04E-12,Ciliated,0.85925678,5.28E-25,DC,other
CALM3,SELL,0.157461516,1,Ciliated,0.85925678,5.28E-25,DC,other
CCL23,CCR1,-0.213421075,1,Ciliated,0.587772352,4.22E-16,DC,other
CCL2,CCR1,1.597011686,2.46E-06,Ciliated,0.587772352,4.22E-16,DC,other
CCL4,CCR1,0.437418139,1,Ciliated,0.587772352,4.22E-16,DC,other
CD58,CD2,-0.383938136,0.257881912,Ciliated,0.235858083,0.008006954,DC,other
CDH1,ITGB7,0.627241058,2.27E-09,Ciliated,0.186093451,0.002787819,DC,other
CFH,ITGAM,0.370446261,1.26E-07,Ciliated,0.114268,1,DC,other
CFH,SELL,0.370446261,1.26E-07,Ciliated,0.85925678,5.28E-25,DC,other
COL16A1,ITGB1,0.436104055,0.000367958,Ciliated,-0.213720894,0.008761289,DC,other
COL6A3,ITGB1,0.227379864,1,Ciliated,-0.213720894,0.008761289,DC,other
CTGF,ITGAM,1.352081319,9.95E-28,Ciliated,0.114268,1,DC,other
CTGF,LRP1,1.352081319,9.95E-28,Ciliated,0.137098017,1,DC,other
CX3CL1,CX3CR1,0.269347041,0.000367958,Ciliated,-0.143007829,2.84E-06,DC,other
CXCL10,CXCR3,0.518222853,0.006050106,Ciliated,0.666163984,2.48E-10,DC,other
DEFB1,CCR6,-0.151603754,1,Ciliated,-0.436572351,2.96E-15,DC,other
DUSP18,ITGB1,0.796425211,1.63E-15,Ciliated,-0.213720894,0.008761289,DC,other
DUSP18,RPSA,0.796425211,1.63E-15,Ciliated,-0.273445197,3.62E-12,DC,other
FN1,CD44,-1.369768958,4.43E-12,Ciliated,-0.488779985,9.24E-21,DC,other
FN1,CD79A,-1.369768958,4.43E-12,Ciliated,-0.681743486,8.97E-05,DC,other
FN1,ITGA4,-1.369768958,4.43E-12,Ciliated,0.109853142,1,DC,other
FN1,ITGB1,-1.369768958,4.43E-12,Ciliated,-0.213720894,0.008761289,DC,other
FN1,ITGB7,-1.369768958,4.43E-12,Ciliated,0.186093451,0.002787819,DC,other
FN1,PLAUR,-1.369768958,4.43E-12,Ciliated,-0.254218627,1,DC,other
GNAI2,CXCR3,-0.807432168,4.92E-14,Ciliated,0.666163984,2.48E-10,DC,other
GNAI2,FPR1,-0.807432168,4.92E-14,Ciliated,0.322332421,1,DC,other
GNAI2,P2RY12,-0.807432168,4.92E-14,Ciliated,-0.128306166,0.0021015,DC,other
GNAI2,UNC5B,-0.807432168,4.92E-14,Ciliated,-0.133249274,6.04E-09,DC,other
GZMB,IGF2R,0.452680124,0.006050106,Ciliated,0.293120688,1,DC,other
HBEGF,CD44,-0.245722897,1,Ciliated,-0.488779985,9.24E-21,DC,other
HBEGF,CD9,-0.245722897,1,Ciliated,-1.077316816,3.62E-51,DC,other
HLA-B,LILRB1,-0.356337408,4.32E-06,Ciliated,0.313103286,0.070908655,DC,other
HLA-B,LILRB2,-0.356337408,4.32E-06,Ciliated,0.397468232,0.035435358,DC,other
HLA-C,LILRB1,-0.751832194,8.42E-18,Ciliated,0.313103286,0.070908655,DC,other
HLA-C,LILRB2,-0.751832194,8.42E-18,Ciliated,0.397468232,0.035435358,DC,other
HP,ITGAM,-2.0462325,4.43E-23,Ciliated,0.114268,1,DC,other
HSP90B1,LRP1,0.48607636,0.00329304,Ciliated,0.137098017,1,DC,other
HSP90B1,TLR2,0.48607636,0.00329304,Ciliated,0.391835583,2.09E-07,DC,other
HSP90B1,TLR4,0.48607636,0.00329304,Ciliated,0.110770708,1,DC,other
HSP90B1,TLR7,0.48607636,0.00329304,Ciliated,0.202533225,1,DC,other
HSPA1A,TLR4,1.392516709,7.58E-17,Ciliated,0.110770708,1,DC,other
IL7,IL7R,0.20624184,1,Ciliated,-0.389811679,0.00070496,DC,other
LAMA5,ITGB1,0.170949273,0.001495808,Ciliated,-0.213720894,0.008761289,DC,other
LAMC2,ITGB1,0.82031142,1.75E-20,Ciliated,-0.213720894,0.008761289,DC,other
LGALS1,CD69,-1.489979294,2.66E-27,Ciliated,-0.456912575,4.56E-11,DC,other
LGALS3BP,ITGB1,-0.708272775,6.88E-12,Ciliated,-0.213720894,0.008761289,DC,other
LGALS9,HAVCR2,-0.593927087,1.11E-09,Ciliated,0.198685952,1,DC,other
LPL,CD44,-0.782826741,2.98E-12,Ciliated,-0.488779985,9.24E-21,DC,other
LPL,LRP1,-0.782826741,2.98E-12,Ciliated,0.137098017,1,DC,other
LRPAP1,LRP1,-0.762126715,2.55E-13,Ciliated,0.137098017,1,DC,other
LRPAP1,SORT1,-0.762126715,2.55E-13,Ciliated,-0.199118245,0.002654783,DC,other
LY86,CD180,-0.51591133,2.31E-06,Ciliated,0.280554996,1.72E-06,DC,other
MDK,ITGB1,0.506978539,1,Ciliated,-0.213720894,0.008761289,DC,other
NUCB2,ERAP1,2.132800698,2.69E-34,Ciliated,0.128932237,1,DC,other
OMG,TNFRSF1B,1.48861855,8.37E-36,Ciliated,-0.137869041,1,DC,other
PIP,CD4,0.409478002,0.006050106,Ciliated,0.117886258,1,DC,other
PKM,CD44,-0.428801403,4.13E-05,Ciliated,-0.488779985,9.24E-21,DC,other
PROS1,AXL,0.520439217,1,Ciliated,-0.221964433,4.27E-07,DC,other
PSAP,CD1B,-1.211506774,3.16E-29,Ciliated,-0.723685429,3.56E-60,DC,other
PSAP,LRP1,-1.211506774,3.16E-29,Ciliated,0.137098017,1,DC,other
PSAP,SORT1,-1.211506774,3.16E-29,Ciliated,-0.199118245,0.002654783,DC,other
PSEN1,CD44,-0.118593348,1,Ciliated,-0.488779985,9.24E-21,DC,other
RPS27A,TLR4,-0.541346664,1.38E-17,Ciliated,0.110770708,1,DC,other
S100A8,TLR4,-0.656542772,0.000467257,Ciliated,0.110770708,1,DC,other
S100A9,TLR4,-0.814424231,3.15E-18,Ciliated,0.110770708,1,DC,other
SAA1,FPR1,2.15750806,5.58E-16,Ciliated,0.322332421,1,DC,other
SELPLG,ITGAM,-0.593241128,5.54E-09,Ciliated,0.114268,1,DC,other
SELPLG,SELL,-0.593241128,5.54E-09,Ciliated,0.85925678,5.28E-25,DC,other
SERPINA1,LRP1,-2.167187263,2.71E-35,Ciliated,0.137098017,1,DC,other
SERPING1,LRP1,-1.74777848,6.38E-28,Ciliated,0.137098017,1,DC,other
SLPI,CD4,3.635925537,2.43E-56,Ciliated,0.117886258,1,DC,other
SPP1,CD44,0.807149355,0.001495808,Ciliated,-0.488779985,9.24E-21,DC,other
SPP1,ITGA4,0.807149355,0.001495808,Ciliated,0.109853142,1,DC,other
SPP1,ITGB1,0.807149355,0.001495808,Ciliated,-0.213720894,0.008761289,DC,other
TGFB1,CXCR4,-0.696596272,6.99E-12,Ciliated,-0.573173029,1.54E-16,DC,other
TGFB1,ITGB1,-0.696596272,6.99E-12,Ciliated,-0.213720894,0.008761289,DC,other
THBS1,CD36,-0.525292847,2.60E-06,Ciliated,0.428958151,2.36E-11,DC,other
THBS1,CD47,-0.525292847,2.60E-06,Ciliated,0.412433656,1.07E-09,DC,other
THBS1,ITGA4,-0.525292847,2.60E-06,Ciliated,0.109853142,1,DC,other
THBS1,ITGB1,-0.525292847,2.60E-06,Ciliated,-0.213720894,0.008761289,DC,other
THBS1,LRP1,-0.525292847,2.60E-06,Ciliated,0.137098017,1,DC,other
TIMP2,ITGB1,-0.873792356,3.07E-15,Ciliated,-0.213720894,0.008761289,DC,other
TNFSF13,FAS,-1.074036579,2.38E-23,Ciliated,0.164729635,0.00537555,DC,other
TNFSF13,TNFRSF14,-1.074036579,2.38E-23,Ciliated,-0.146244493,1,DC,other
TNFSF13,TNFRSF1A,-1.074036579,2.38E-23,Ciliated,0.120015386,1,DC,other
UBA52,TLR4,-0.63480678,2.48E-16,Ciliated,0.110770708,1,DC,other
UBC,TLR4,0.746094894,2.60E-11,Ciliated,0.110770708,1,DC,other
VCAN,CD44,0.193507556,1,Ciliated,-0.488779985,9.24E-21,DC,other
VCAN,ITGB1,0.193507556,1,Ciliated,-0.213720894,0.008761289,DC,other
VCAN,SELL,0.193507556,1,Ciliated,0.85925678,5.28E-25,DC,other
VCAN,TLR2,0.193507556,1,Ciliated,0.391835583,2.09E-07,DC,other
VIM,CD44,-2.258871908,1.60E-37,Ciliated,-0.488779985,9.24E-21,DC,other
LGALS1,ITGB1,-1.489979294,2.66E-27,Ciliated,-0.213720894,0.008761289,DC,other
LGALS1,PTPRC,-1.489979294,2.66E-27,Ciliated,-0.317291221,1.92E-12,DC,other
CD59,CD2,1.005189761,2.22E-11,Ciliated,0.235858083,0.008006954,DC,other
ST6GAL1,CD22,0.144278475,0.024366917,Ciliated,-0.290451788,1.25E-09,DC,other
BST2,LILRA4,0.274019321,1,Ciliated,0.705148514,1.05E-05,DC,other
PECAM1,CD38,-1.028327095,3.68E-19,Ciliated,0.917199033,9.98E-40,DC,other
MRC1,PTPRC,-1.568257399,4.45E-29,Ciliated,-0.317291221,1.92E-12,DC,other
CD52,SIGLEC10,-3.169776171,1.51E-38,Ciliated,0.349294651,0.000145034,DC,other
A2M,LRP1,-0.2924628,0.000315374,DC,-0.905994064,0.058859707,Aveolar cells,other
ALOX5AP,ALOX5,-0.367912707,6.15E-09,DC,-1.651544235,9.20E-11,Aveolar cells,other
APP,CAV1,0.399543958,1.87E-06,DC,1.807763667,1,Aveolar cells,other
APP,CD74,0.399543958,1.87E-06,DC,-2.070020552,0.054494063,Aveolar cells,other
APP,FPR2,0.399543958,1.87E-06,DC,-0.134365376,1,Aveolar cells,other
APP,GPC1,0.399543958,1.87E-06,DC,0.246880566,1,Aveolar cells,other
APP,LRP1,0.399543958,1.87E-06,DC,-0.905994064,0.058859707,Aveolar cells,other
APP,TNFRSF21,0.399543958,1.87E-06,DC,0.362470472,1,Aveolar cells,other
ARF1,CHRM3,0.204192294,0.004280634,DC,-0.155650882,0.493090788,Aveolar cells,other
B2M,HLA-F,0.697552661,8.57E-67,DC,-0.216710919,1,Aveolar cells,other
B2M,LILRB1,0.697552661,8.57E-67,DC,-0.169203002,1,Aveolar cells,other
B2M,TFRC,0.697552661,8.57E-67,DC,-0.825565457,0.15824198,Aveolar cells,other
C1QA,CR1,0.829387122,0.007467262,DC,-0.151089034,0.493090788,Aveolar cells,other
C1QB,LRP1,1.137480574,2.27E-12,DC,-0.905994064,0.058859707,Aveolar cells,other
CALM1,EGFR,0.429167884,7.92E-07,DC,0.496472499,1,Aveolar cells,other
CALM1,FAS,0.429167884,7.92E-07,DC,0.523348913,1,Aveolar cells,other
CALM1,KCNQ3,0.429167884,7.92E-07,DC,0.258591167,1,Aveolar cells,other
CALM1,PDE1B,0.429167884,7.92E-07,DC,-0.31071801,4.14E-05,Aveolar cells,other
CALM1,PTPRA,0.429167884,7.92E-07,DC,-0.13659317,1,Aveolar cells,other
CALM3,EGFR,0.355074868,2.52E-06,DC,0.496472499,1,Aveolar cells,other
CALM3,KCNQ3,0.355074868,2.52E-06,DC,0.258591167,1,Aveolar cells,other
CALM3,PDE1B,0.355074868,2.52E-06,DC,-0.31071801,4.14E-05,Aveolar cells,other
CALR,HLA-F,0.65925361,1.01E-15,DC,-0.216710919,1,Aveolar cells,other
CALR,ITGA3,0.65925361,1.01E-15,DC,0.751828826,1,Aveolar cells,other
CALR,LRP1,0.65925361,1.01E-15,DC,-0.905994064,0.058859707,Aveolar cells,other
CCL19,CCRL2,1.467600603,6.53E-08,DC,-0.473551066,0.085835871,Aveolar cells,other
CCL2,CCR1,2.102453938,3.87E-25,DC,-0.115965362,1,Aveolar cells,other
CCL3L1,CCR1,-0.36332484,1.04E-14,DC,-0.115965362,1,Aveolar cells,other
CCL8,CCR1,0.928517389,1.83E-10,DC,-0.115965362,1,Aveolar cells,other
CD14,ITGB1,0.657892425,6.74E-05,DC,0.451650607,1,Aveolar cells,other
CD14,ITGB2,0.657892425,6.74E-05,DC,-1.215172422,4.41E-08,Aveolar cells,other
CD14,RIPK1,0.657892425,6.74E-05,DC,-0.212452829,1,Aveolar cells,other
CD14,TLR4,0.657892425,6.74E-05,DC,-0.140070612,1,Aveolar cells,other
CD14,TLR6,0.657892425,6.74E-05,DC,-0.144478716,1,Aveolar cells,other
CD36,TLR4,0.428958151,2.36E-11,DC,-0.140070612,1,Aveolar cells,other
CD36,TLR6,0.428958151,2.36E-11,DC,-0.144478716,1,Aveolar cells,other
CXCL10,SDC4,1.538330446,4.04E-19,DC,1.222165891,1,Aveolar cells,other
FN1,C5AR1,0.68337658,0.657220784,DC,-1.159936414,1.12E-07,Aveolar cells,other
GNAI2,C5AR1,0.183091205,1,DC,-1.159936414,1.12E-07,Aveolar cells,other
GZMB,CHRM3,2.086129354,2.85E-11,DC,-0.155650882,0.493090788,Aveolar cells,other
GZMB,IGF2R,2.086129354,2.85E-11,DC,-0.300743169,1,Aveolar cells,other
GZMB,PGRMC1,2.086129354,2.85E-11,DC,0.427973353,1,Aveolar cells,other
HLA-A,APLP2,0.578792857,2.11E-50,DC,-0.355362815,1,Aveolar cells,other
HLA-A,LILRB1,0.578792857,2.11E-50,DC,-0.169203002,1,Aveolar cells,other
HLA-B,CANX,0.341535847,6.81E-13,DC,-0.173296623,1,Aveolar cells,other
HLA-B,LILRB1,0.341535847,6.81E-13,DC,-0.169203002,1,Aveolar cells,other
HLA-C,DDR1,0.355830621,8.35E-34,DC,0.377404837,1,Aveolar cells,other
HLA-C,LILRB1,0.355830621,8.35E-34,DC,-0.169203002,1,Aveolar cells,other
HSP90AA1,EGFR,0.578696663,4.19E-33,DC,0.496472499,1,Aveolar cells,other
HSP90B1,ASGR1,1.074170718,4.52E-24,DC,-0.512148088,0.007339885,Aveolar cells,other
HSP90B1,LRP1,1.074170718,4.52E-24,DC,-0.905994064,0.058859707,Aveolar cells,other
HSP90B1,TLR1,1.074170718,4.52E-24,DC,-0.437710819,0.010778282,Aveolar cells,other
HSP90B1,TLR2,1.074170718,4.52E-24,DC,-0.146330061,1,Aveolar cells,other
HSP90B1,TLR4,1.074170718,4.52E-24,DC,-0.140070612,1,Aveolar cells,other
HSP90B1,TLR7,1.074170718,4.52E-24,DC,-0.151089034,0.493090788,Aveolar cells,other
ICAM1,ITGAX,-0.244925197,1,DC,-0.536387713,7.10E-06,Aveolar cells,other
ICAM1,ITGB2,-0.244925197,1,DC,-1.215172422,4.41E-08,Aveolar cells,other
ICAM2,ITGB2,0.160142951,0.046792198,DC,-1.215172422,4.41E-08,Aveolar cells,other
ICAM3,ITGB2,-0.213496423,8.47E-05,DC,-1.215172422,4.41E-08,Aveolar cells,other
IL16,KCNA3,-0.193124932,0.003298946,DC,-0.395189904,3.51E-09,Aveolar cells,other
IL18,IL18BP,-0.349560975,9.74E-10,DC,0.301856549,1,Aveolar cells,other
IL1B,ADRB2,-0.888882171,2.50E-13,DC,0.279681259,1,Aveolar cells,other
IL1B,IL1R1,-0.888882171,2.50E-13,DC,0.143538144,1,Aveolar cells,other
INHBA,ACVR1B,-0.479719933,1.13E-22,DC,-0.193063503,1,Aveolar cells,other
INHBA,ENG,-0.479719933,1.13E-22,DC,-0.614744442,1,Aveolar cells,other
INHBA,SMAD3,-0.479719933,1.13E-22,DC,0.188571918,1,Aveolar cells,other
LGALS3BP,ITGB1,0.321128794,0.000860647,DC,0.451650607,1,Aveolar cells,other
MDK,ITGA6,0.289846551,4.83E-06,DC,0.157497029,1,Aveolar cells,other
MDK,ITGB1,0.289846551,4.83E-06,DC,0.451650607,1,Aveolar cells,other
MDK,LRP1,0.289846551,4.83E-06,DC,-0.905994064,0.058859707,Aveolar cells,other
MDK,SDC1,0.289846551,4.83E-06,DC,0.523666232,1,Aveolar cells,other
MDK,SDC4,0.289846551,4.83E-06,DC,1.222165891,1,Aveolar cells,other
MDK,TSPAN1,0.289846551,4.83E-06,DC,1.071589712,1,Aveolar cells,other
NUCB2,ERAP1,0.483220632,3.93E-08,DC,-0.609782822,1,Aveolar cells,other
PLAU,ITGB2,-0.122404296,1,DC,-1.215172422,4.41E-08,Aveolar cells,other
PTDSS1,JMJD6,-0.239777701,2.82E-06,DC,0.434080089,1,Aveolar cells,other
PTDSS1,SCARB1,-0.239777701,2.82E-06,DC,-0.120971323,1,Aveolar cells,other
RNASE2,TLR2,0.393324779,3.61E-11,DC,-0.146330061,1,Aveolar cells,other
RPS19,C5AR1,-0.247753199,1.02E-18,DC,-1.159936414,1.12E-07,Aveolar cells,other
RPS27A,ADRB2,-0.373923697,4.39E-30,DC,0.279681259,1,Aveolar cells,other
RPS27A,LDLR,-0.373923697,4.39E-30,DC,0.893353672,1,Aveolar cells,other
RPS27A,RIPK1,-0.373923697,4.39E-30,DC,-0.212452829,1,Aveolar cells,other
RPS27A,SMAD3,-0.373923697,4.39E-30,DC,0.188571918,1,Aveolar cells,other
RPS27A,TGFBR2,-0.373923697,4.39E-30,DC,0.332569351,1,Aveolar cells,other
RPS27A,TLR4,-0.373923697,4.39E-30,DC,-0.140070612,1,Aveolar cells,other
S100A8,TLR4,1.392842237,2.87E-08,DC,-0.140070612,1,Aveolar cells,other
S100A9,TLR4,1.252439942,1.28E-12,DC,-0.140070612,1,Aveolar cells,other
SCT,ADRB2,0.529727943,6.53E-08,DC,0.279681259,1,Aveolar cells,other
SERPING1,LRP1,0.524658948,1.33E-18,DC,-0.905994064,0.058859707,Aveolar cells,other
SPP1,CD44,1.191136836,6.55E-08,DC,-0.545412781,1,Aveolar cells,other
SPP1,ITGA5,1.191136836,6.55E-08,DC,-0.253992407,1,Aveolar cells,other
SPP1,ITGB1,1.191136836,6.55E-08,DC,0.451650607,1,Aveolar cells,other
TGFB1,ACVRL1,-0.115645709,1,DC,-0.353740971,3.51E-09,Aveolar cells,other
TGFB1,CD109,-0.115645709,1,DC,-0.39188026,4.93E-06,Aveolar cells,other
TNFSF10,TNFRSF10A,1.111630635,1.13E-30,DC,0.168104221,1,Aveolar cells,other
VCAN,CD44,0.545262798,1.80E-07,DC,-0.545412781,1,Aveolar cells,other
VCAN,EGFR,0.545262798,1.80E-07,DC,0.496472499,1,Aveolar cells,other
VCAN,ITGB1,0.545262798,1.80E-07,DC,0.451650607,1,Aveolar cells,other
VCAN,TLR1,0.545262798,1.80E-07,DC,-0.437710819,0.010778282,Aveolar cells,other
VCAN,TLR2,0.545262798,1.80E-07,DC,-0.146330061,1,Aveolar cells,other
VEGFA,EGFR,-0.266611663,1.29E-12,DC,0.496472499,1,Aveolar cells,other
VEGFA,GPC1,-0.266611663,1.29E-12,DC,0.246880566,1,Aveolar cells,other
VEGFA,ITGB1,-0.266611663,1.29E-12,DC,0.451650607,1,Aveolar cells,other
VEGFA,NRP1,-0.266611663,1.29E-12,DC,-0.353716089,1,Aveolar cells,other
VEGFA,SIRPA,-0.266611663,1.29E-12,DC,-0.313653218,0.143976327,Aveolar cells,other
VIM,CD44,-0.511381767,1.11E-27,DC,-0.545412781,1,Aveolar cells,other
ADA,DPP4,0.265775873,9.77E-09,DC,0.3489576,1,Aveolar cells,other
SYK,FCGR2A,0.124837564,1,DC,-1.150644523,2.56E-08,Aveolar cells,other
CD22,PTPRC,-0.290451788,1.25E-09,DC,-0.987752264,0.001231336,Aveolar cells,other
DSC2,DSG2,-0.386604495,1.22E-23,DC,0.788611329,1,Aveolar cells,other
LILRB4,LAIR1,1.065902205,5.40E-50,DC,-0.65290998,0.321143814,Aveolar cells,other
ICAM1,SPN,-0.244925197,1,DC,-0.883102481,5.26E-05,Aveolar cells,other
ADAM15,ITGB1,0.104461392,1,Aveolar cells,-0.213720894,0.008761289,DC,other
ADAM17,ITGB1,-0.752479742,0.122523038,Aveolar cells,-0.213720894,0.008761289,DC,other
ADAM9,ITGB1,0.256031867,1,Aveolar cells,-0.213720894,0.008761289,DC,other
AGRN,ITGB1,0.457411052,1,Aveolar cells,-0.213720894,0.008761289,DC,other
ALOX5AP,ALOX5,-2.41902917,4.54E-12,Aveolar cells,-0.413204196,1.16E-13,DC,other
APOE,LRP1,-2.58861817,1.41E-08,Aveolar cells,0.137098017,1,DC,other
APP,CD74,0.904269751,1,Aveolar cells,-0.390744204,6.76E-35,DC,other
C1QB,LRP1,-3.036669765,9.52E-10,Aveolar cells,0.137098017,1,DC,other
C3,C3AR1,0.976780056,1,Aveolar cells,0.312194941,0.008345718,DC,other
C3,CD19,0.976780056,1,Aveolar cells,-0.325546827,1.92E-05,DC,other
C3,IFITM1,0.976780056,1,Aveolar cells,2.12582272,5.72E-66,DC,other
CALM1,SELL,-0.217462749,1,Aveolar cells,0.85925678,5.28E-25,DC,other
CALM2,SELL,0.764681561,1,Aveolar cells,0.85925678,5.28E-25,DC,other
CALM3,SELL,0.288334143,1,Aveolar cells,0.85925678,5.28E-25,DC,other
CCL2,CCR1,1.295487831,1,Aveolar cells,0.587772352,4.22E-16,DC,other
CD14,ITGB1,-1.03444067,1,Aveolar cells,-0.213720894,0.008761289,DC,other
CD58,CD2,-0.373862473,1,Aveolar cells,0.235858083,0.008006954,DC,other
CFH,SELL,0.22564747,1,Aveolar cells,0.85925678,5.28E-25,DC,other
COL6A1,ITGB1,-0.221134964,1,Aveolar cells,-0.213720894,0.008761289,DC,other
COL9A2,ITGB1,-0.337317853,1,Aveolar cells,-0.213720894,0.008761289,DC,other
COL9A3,ITGB1,-0.178971119,0.493090788,Aveolar cells,-0.213720894,0.008761289,DC,other
DEFB1,CCR6,0.166730375,1,Aveolar cells,-0.436572351,2.96E-15,DC,other
DUSP18,ITGB1,0.213218885,1,Aveolar cells,-0.213720894,0.008761289,DC,other
DUSP18,RPSA,0.213218885,1,Aveolar cells,-0.273445197,3.62E-12,DC,other
FN1,CD44,-0.683114864,1,Aveolar cells,-0.488779985,9.24E-21,DC,other
FN1,CD79A,-0.683114864,1,Aveolar cells,-0.681743486,8.97E-05,DC,other
FN1,ITGB1,-0.683114864,1,Aveolar cells,-0.213720894,0.008761289,DC,other
GNAI2,CXCR3,-0.666579852,0.097788376,Aveolar cells,0.666163984,2.48E-10,DC,other
HBEGF,CD44,0.368291295,1,Aveolar cells,-0.488779985,9.24E-21,DC,other
HBEGF,CD9,0.368291295,1,Aveolar cells,-1.077316816,3.62E-51,DC,other
HP,ITGAM,-1.89694904,2.01E-17,Aveolar cells,0.114268,1,DC,other
HRAS,TLR2,0.548986041,1,Aveolar cells,0.391835583,2.09E-07,DC,other
HSP90B1,TLR2,0.739187175,1,Aveolar cells,0.391835583,2.09E-07,DC,other
HSPG2,ITGB1,0.212849134,1,Aveolar cells,-0.213720894,0.008761289,DC,other
ICAM4,ITGB1,-0.214487022,1,Aveolar cells,-0.213720894,0.008761289,DC,other
IL1B,IL1R1,-0.477555225,4.14E-05,Aveolar cells,-0.159347168,3.65E-06,DC,other
IL1B,IL1R2,-0.477555225,4.14E-05,Aveolar cells,0.41341727,0.643636884,DC,other
LAMA5,ITGB1,0.152958787,1,Aveolar cells,-0.213720894,0.008761289,DC,other
LAMB2,ITGB1,0.303101794,1,Aveolar cells,-0.213720894,0.008761289,DC,other
LAMB2,RPSA,0.303101794,1,Aveolar cells,-0.273445197,3.62E-12,DC,other
LAMB3,ITGB1,0.84379966,1,Aveolar cells,-0.213720894,0.008761289,DC,other
LAMC1,ITGB1,0.15262427,1,Aveolar cells,-0.213720894,0.008761289,DC,other
LAMC2,ITGB1,0.825018266,1,Aveolar cells,-0.213720894,0.008761289,DC,other
LGALS1,CD69,-0.708014062,1,Aveolar cells,-0.456912575,4.56E-11,DC,other
LGALS3BP,ITGB1,-0.243636722,1,Aveolar cells,-0.213720894,0.008761289,DC,other
LPL,CD44,-0.707802,1.11E-06,Aveolar cells,-0.488779985,9.24E-21,DC,other
LPL,LRP1,-0.707802,1.11E-06,Aveolar cells,0.137098017,1,DC,other
LY86,CD180,-0.704403155,1.53E-11,Aveolar cells,0.280554996,1.72E-06,DC,other
MDK,ITGB1,1.426970922,1,Aveolar cells,-0.213720894,0.008761289,DC,other
NPNT,ITGB1,0.213124783,1,Aveolar cells,-0.213720894,0.008761289,DC,other
PKM,CD44,-0.403288638,1,Aveolar cells,-0.488779985,9.24E-21,DC,other
PLAU,ITGB1,-0.422118921,1,Aveolar cells,-0.213720894,0.008761289,DC,other
PROS1,AXL,-0.144432188,1,Aveolar cells,-0.221964433,4.27E-07,DC,other
PSAP,CD1B,-1.570970145,0.340784172,Aveolar cells,-0.723685429,3.56E-60,DC,other
PSEN1,CD44,-0.424538281,1,Aveolar cells,-0.488779985,9.24E-21,DC,other
SELPLG,ITGAM,-0.884718383,1.76E-07,Aveolar cells,0.114268,1,DC,other
SELPLG,SELL,-0.884718383,1.76E-07,Aveolar cells,0.85925678,5.28E-25,DC,other
SFTPA1,TLR2,2.257346621,1,Aveolar cells,0.391835583,2.09E-07,DC,other
TGFB1,CXCR4,-0.968884635,0.011686556,Aveolar cells,-0.573173029,1.54E-16,DC,other
TGFB1,ITGB1,-0.968884635,0.011686556,Aveolar cells,-0.213720894,0.008761289,DC,other
TIMP2,ITGB1,-0.603622797,0.007111547,Aveolar cells,-0.213720894,0.008761289,DC,other
TNC,ITGB1,0.267256092,1,Aveolar cells,-0.213720894,0.008761289,DC,other
VEGFA,ITGB1,0.57646723,1,Aveolar cells,-0.213720894,0.008761289,DC,other
VIM,CD44,-2.397864629,0.026495162,Aveolar cells,-0.488779985,9.24E-21,DC,other
VTN,CD47,-0.282318025,0.493090788,Aveolar cells,0.412433656,1.07E-09,DC,other
VTN,ITGB1,-0.282318025,0.493090788,Aveolar cells,-0.213720894,0.008761289,DC,other
LGALS1,ITGB1,-0.708014062,1,Aveolar cells,-0.213720894,0.008761289,DC,other
LGALS1,PTPRC,-0.708014062,1,Aveolar cells,-0.317291221,1.92E-12,DC,other
CD59,CD2,0.47937253,1,Aveolar cells,0.235858083,0.008006954,DC,other
ST6GAL1,CD22,0.254224397,1,Aveolar cells,-0.290451788,1.25E-09,DC,other
BST2,LILRA4,0.469028166,1,Aveolar cells,0.705148514,1.05E-05,DC,other
