source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,ligand.logFC,ligand.pct.1,ligand.pct.2,ligand.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2,receptor.pvalues
Prolif.T,Macrophages,TGFB1,ENG,0.005073995,0,2809,TGFB1 - ENG,other,other,other,Pos,-0.249651046,0.545,0.675,0.000401312,0.420469101,0.487,0.501,1.80E-44
Macrophages,Prolif.T,TNFSF13,FAS,0.001545525,0,2905,TNFSF13 - FAS,other,other,other,Pos,-0.649185509,0.347,0.821,0,0.4273475,0.41,0.062,1.31E-09
DC,Prolif.T,TNFSF13,FAS,0.0033757,0,2905,TNFSF13 - FAS,other,other,other,Pos,NA,NA,NA,NA,0.4273475,0.41,0.062,1.31E-09
Macrophages,Macrophages,TNFSF13,TNFRSF14,0.002099674,0,2909,TNFSF13 - TNFRSF14,other,other,other,Pos,-0.649185509,0.347,0.821,0,0.2901658,0.349,0.348,1.84E-14
DC,Macrophages,TNFSF13,TNFRSF14,0.004583049,0,2909,TNFSF13 - TNFRSF14,other,other,other,Pos,NA,NA,NA,NA,0.2901658,0.349,0.348,1.84E-14
Macrophages,Macrophages,TNFSF13,TNFRSF1A,0.002692154,0,2911,TNFSF13 - TNFRSF1A,other,other,other,Pos,-0.649185509,0.347,0.821,0,0.271225514,0.445,0.494,5.26E-10
DC,Macrophages,TNFSF13,TNFRSF1A,0.005872157,0,2911,TNFSF13 - TNFRSF1A,other,other,other,Pos,NA,NA,NA,NA,0.271225514,0.445,0.494,5.26E-10
Macrophages,Ciliated,UBA52,ERBB2,0.012077697,0,2959,UBA52 - ERBB2,other,other,other,Pos,NA,NA,NA,NA,0.468367009,0.273,0.018,1.12E-12
T cells,Ciliated,UBA52,ERBB2,0.013159536,0,2959,UBA52 - ERBB2,other,other,other,Pos,NA,NA,NA,NA,0.468367009,0.273,0.018,1.12E-12
DC,Ciliated,UBA52,ERBB2,0.013211172,0,2959,UBA52 - ERBB2,other,other,other,Pos,-0.133385921,0.951,0.992,2.65E-05,0.468367009,0.273,0.018,1.12E-12
Prolif.T,Ciliated,UBA52,ERBB2,0.01383917,0,2959,UBA52 - ERBB2,other,other,other,Pos,0.172916917,0.978,1,7.56E-07,0.468367009,0.273,0.018,1.12E-12
Ciliated,Ciliated,UBA52,ERBB2,0.008567663,0,2959,UBA52 - ERBB2,other,other,other,Pos,-0.63480678,0.784,0.996,1.35E-20,0.468367009,0.273,0.018,1.12E-12
Aveolar cells,Ciliated,UBA52,ERBB2,0.011473765,0,2959,UBA52 - ERBB2,other,other,other,Pos,-0.290823615,0.86,1,0.098758821,0.468367009,0.273,0.018,1.12E-12
Macrophages,Macrophages,UBA52,TLR4,0.015315717,0,2969,UBA52 - TLR4,other,other,other,Pos,NA,NA,NA,NA,0.30380965,0.311,0.275,1.84E-28
T cells,Macrophages,UBA52,TLR4,0.016682699,0,2969,UBA52 - TLR4,other,other,other,Pos,NA,NA,NA,NA,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,UBA52,TLR4,0.016747924,0,2969,UBA52 - TLR4,other,other,other,Pos,-0.133385921,0.951,0.992,2.65E-05,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Macrophages,UBA52,TLR4,0.017541054,0,2969,UBA52 - TLR4,other,other,other,Pos,0.172916917,0.978,1,7.56E-07,0.30380965,0.311,0.275,1.84E-28
Ciliated,Macrophages,UBA52,TLR4,0.010875005,0,2969,UBA52 - TLR4,other,other,other,Pos,-0.63480678,0.784,0.996,1.35E-20,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,UBA52,TLR4,0.014552257,0,2969,UBA52 - TLR4,other,other,other,Pos,-0.290823615,0.86,1,0.098758821,0.30380965,0.311,0.275,1.84E-28
Macrophages,Ciliated,UBB,ERBB2,0.009010758,0,2971,UBB - ERBB2,other,other,other,Pos,-0.888728214,0.772,0.989,0,0.468367009,0.273,0.018,1.12E-12
T cells,Ciliated,UBB,ERBB2,0.008090536,0,2971,UBB - ERBB2,other,other,other,Pos,NA,NA,NA,NA,0.468367009,0.273,0.018,1.12E-12
DC,Ciliated,UBB,ERBB2,0.009487208,0,2971,UBB - ERBB2,other,other,other,Pos,0.123879011,0.902,0.864,3.75E-08,0.468367009,0.273,0.018,1.12E-12
Prolif.T,Ciliated,UBB,ERBB2,0.011513344,0,2971,UBB - ERBB2,other,other,other,Pos,-0.59336894,0.963,0.962,1.90E-23,0.468367009,0.273,0.018,1.12E-12
Ciliated,Ciliated,UBB,ERBB2,0.01440571,0,2971,UBB - ERBB2,other,other,other,Pos,NA,NA,NA,NA,0.468367009,0.273,0.018,1.12E-12
Aveolar cells,Ciliated,UBB,ERBB2,0.010207282,0,2971,UBB - ERBB2,other,other,other,Pos,-0.513238157,0.874,1,0.003204584,0.468367009,0.273,0.018,1.12E-12
Macrophages,Macrophages,UBB,TLR4,0.011436053,0,2979,UBB - TLR4,other,other,other,Pos,-0.888728214,0.772,0.989,0,0.30380965,0.311,0.275,1.84E-28
T cells,Macrophages,UBB,TLR4,0.010270716,0,2979,UBB - TLR4,other,other,other,Pos,NA,NA,NA,NA,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,UBB,TLR4,0.012039184,0,2979,UBB - TLR4,other,other,other,Pos,0.123879011,0.902,0.864,3.75E-08,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Macrophages,UBB,TLR4,0.014602298,0,2979,UBB - TLR4,other,other,other,Pos,-0.59336894,0.963,0.962,1.90E-23,0.30380965,0.311,0.275,1.84E-28
Ciliated,Macrophages,UBB,TLR4,0.018256335,0,2979,UBB - TLR4,other,other,other,Pos,NA,NA,NA,NA,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,UBB,TLR4,0.01295042,0,2979,UBB - TLR4,other,other,other,Pos,-0.513238157,0.874,1,0.003204584,0.30380965,0.311,0.275,1.84E-28
T cells,Ciliated,UBC,ERBB2,0.012654376,0,2981,UBC - ERBB2,other,other,other,Pos,0.143266324,0.802,0.72,2.74E-07,0.468367009,0.273,0.018,1.12E-12
DC,Ciliated,UBC,ERBB2,0.012833764,0,2981,UBC - ERBB2,other,other,other,Pos,0.146330419,0.969,0.969,0.00013295,0.468367009,0.273,0.018,1.12E-12
Aveolar cells,Ciliated,UBC,ERBB2,0.013750142,0,2981,UBC - ERBB2,other,other,other,Pos,1.269423878,0.944,1,0.097436185,0.468367009,0.273,0.018,1.12E-12
T cells,Macrophages,UBC,TLR4,0.016044492,0,2989,UBC - TLR4,other,other,other,Pos,0.143266324,0.802,0.72,2.74E-07,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,UBC,TLR4,0.016271147,0,2989,UBC - TLR4,other,other,other,Pos,0.146330419,0.969,0.969,0.00013295,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,UBC,TLR4,0.017428634,0,2989,UBC - TLR4,other,other,other,Pos,1.269423878,0.944,1,0.097436185,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,VEGFA,NRP2,0.000885325,0,3027,VEGFA - NRP2,other,other,other,Pos,0.57646723,0.315,0,0.065219244,0.431990878,0.276,0.202,9.27E-71
Macrophages,Macrophages,SYK,FCGR2A,0.010106314,0,3179,SYK - FCGR2A,other,other,other,Pos,NA,NA,NA,NA,0.269972782,0.652,0.77,5.32E-17
DC,Macrophages,SYK,FCGR2A,0.021019849,0,3179,SYK - FCGR2A,other,other,other,Pos,0.124837564,0.556,0.528,0.285143299,0.269972782,0.652,0.77,5.32E-17
DC,Prolif.T,LGALS1,PTPRC,0.154864101,0,3182,LGALS1 - PTPRC,other,other,other,Pos,NA,NA,NA,NA,0.649620462,0.977,0.912,2.48E-19
Prolif.T,Prolif.T,LGALS1,PTPRC,0.170804911,0,3182,LGALS1 - PTPRC,other,other,other,Pos,0.182888472,0.926,0.962,0.076271801,0.649620462,0.977,0.912,2.48E-19
Prolif.T,T cells,CD59,CD2,0.008393918,0,3185,CD59 - CD2,other,other,other,Pos,NA,NA,NA,NA,0.277782278,0.756,0.642,3.01E-17
Aveolar cells,T cells,CD59,CD2,0.012126437,0,3185,CD59 - CD2,other,other,other,Pos,0.47937253,0.308,0.125,0.237509746,0.277782278,0.756,0.642,3.01E-17
Prolif.T,Prolif.T,CD59,CD2,0.007880595,0,3185,CD59 - CD2,other,other,other,Pos,NA,NA,NA,NA,1.977719485,0.94,0.138,3.58E-42
Aveolar cells,Prolif.T,CD59,CD2,0.011387476,0,3185,CD59 - CD2,other,other,other,Pos,0.47937253,0.308,0.125,0.237509746,1.977719485,0.94,0.138,3.58E-42
Macrophages,Macrophages,PECAM1,CD38,0.001380386,0,3197,PECAM1 - CD38,other,other,other,Pos,-0.457188187,0.292,0.727,0,0.771609357,0.282,0.018,0
DC,Macrophages,PECAM1,CD38,0.001303259,0,3197,PECAM1 - CD38,other,other,other,Pos,0.145131868,0.327,0.291,0.107849629,0.771609357,0.282,0.018,0
Macrophages,DC,PECAM1,CD38,0.002021705,0,3197,PECAM1 - CD38,other,other,other,Pos,-0.457188187,0.292,0.727,0,0.917199033,0.436,0.025,5.44E-44
DC,DC,PECAM1,CD38,0.001908813,0,3197,PECAM1 - CD38,other,other,other,Pos,0.145131868,0.327,0.291,0.107849629,0.917199033,0.436,0.025,5.44E-44
Macrophages,Prolif.T,PECAM1,CD38,0.007387268,0,3197,PECAM1 - CD38,other,other,other,Pos,-0.457188187,0.292,0.727,0,1.300993579,0.762,0.062,2.70E-29
DC,Prolif.T,PECAM1,CD38,0.006976858,0,3197,PECAM1 - CD38,other,other,other,Pos,0.145131868,0.327,0.291,0.107849629,1.300993579,0.762,0.062,2.70E-29
Macrophages,Ciliated,PECAM1,CD38,0.001560399,0,3197,PECAM1 - CD38,other,other,other,Pos,-0.457188187,0.292,0.727,0,0.725015822,0.398,0.027,9.45E-19
DC,Ciliated,PECAM1,CD38,0.001473228,0,3197,PECAM1 - CD38,other,other,other,Pos,0.145131868,0.327,0.291,0.107849629,0.725015822,0.398,0.027,9.45E-19
Macrophages,Prolif.T,MRC1,PTPRC,0.035857441,0,3209,MRC1 - PTPRC,other,other,other,Pos,-0.50410947,0.491,0.955,0,0.649620462,0.977,0.912,2.48E-19
DC,Prolif.T,MRC1,PTPRC,0.025684347,0,3209,MRC1 - PTPRC,other,other,other,Pos,NA,NA,NA,NA,0.649620462,0.977,0.912,2.48E-19
Macrophages,Macrophages,HLA-F,LILRB1,0.00321336,0,3237,HLA-F - LILRB1,other,other,other,Pos,0.140598547,0.388,0.493,1.43E-09,0.77863979,0.478,0.293,0
T cells,Macrophages,HLA-F,LILRB1,0.00378373,0,3237,HLA-F - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.77863979,0.478,0.293,0
DC,Macrophages,HLA-F,LILRB1,0.00281993,0,3237,HLA-F - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.77863979,0.478,0.293,0
Prolif.T,Macrophages,HLA-F,LILRB1,0.002377018,0,3237,HLA-F - LILRB1,other,other,other,Pos,-0.236204956,0.496,0.662,6.15E-05,0.77863979,0.478,0.293,0
Ciliated,Macrophages,HLA-F,LILRB1,0.002898862,0,3237,HLA-F - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.77863979,0.478,0.293,0
T cells,DC,HLA-F,LILRB1,0.002462641,0,3237,HLA-F - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.313103286,0.39,0.271,3.87E-06
Macrophages,Macrophages,HLA-F,LILRB2,0.008652926,0,3238,HLA-F - LILRB2,other,other,other,Pos,0.140598547,0.388,0.493,1.43E-09,1.289064282,0.598,0.146,0
T cells,Macrophages,HLA-F,LILRB2,0.010178957,0,3238,HLA-F - LILRB2,other,other,other,Pos,NA,NA,NA,NA,1.289064282,0.598,0.146,0
DC,Macrophages,HLA-F,LILRB2,0.007598575,0,3238,HLA-F - LILRB2,other,other,other,Pos,NA,NA,NA,NA,1.289064282,0.598,0.146,0
Prolif.T,Macrophages,HLA-F,LILRB2,0.006409931,0,3238,HLA-F - LILRB2,other,other,other,Pos,-0.236204956,0.496,0.662,6.15E-05,1.289064282,0.598,0.146,0
Ciliated,Macrophages,HLA-F,LILRB2,0.007810218,0,3238,HLA-F - LILRB2,other,other,other,Pos,NA,NA,NA,NA,1.289064282,0.598,0.146,0
Aveolar cells,Macrophages,HLA-F,LILRB2,0.005058528,0,3238,HLA-F - LILRB2,other,other,other,Pos,-0.216710919,0.301,0.5,0.17978177,1.289064282,0.598,0.146,0
Prolif.T,Prolif.T,CD47,SIRPG,0.016650666,0,3245,CD47 - SIRPG,other,other,other,Pos,NA,NA,NA,NA,0.933578991,0.601,0,5.72E-21
Ciliated,Prolif.T,CD47,SIRPG,0.004601257,0,3245,CD47 - SIRPG,other,other,other,Pos,-0.132279499,0.341,0.502,0.026259569,0.933578991,0.601,0,5.72E-21
Aveolar cells,Prolif.T,CD47,SIRPG,0.019192351,0,3245,CD47 - SIRPG,other,other,other,Pos,0.68199228,0.615,0.625,0.176573053,0.933578991,0.601,0,5.72E-21
Macrophages,Macrophages,CD52,SIGLEC10,0.009675399,0,3250,CD52 - SIGLEC10,other,other,other,Pos,-1.969462202,0.535,0.985,0,1.003108889,0.371,0.029,0
T cells,Macrophages,CD52,SIGLEC10,0.024993561,0,3250,CD52 - SIGLEC10,other,other,other,Pos,-0.269342724,0.756,0.846,7.46E-19,1.003108889,0.371,0.029,0
DC,Macrophages,CD52,SIGLEC10,0.007229575,0,3250,CD52 - SIGLEC10,other,other,other,Pos,-0.949915212,0.538,0.768,5.27E-29,1.003108889,0.371,0.029,0
Prolif.T,Macrophages,CD52,SIGLEC10,0.026711253,0,3250,CD52 - SIGLEC10,other,other,other,Pos,-0.416111542,0.952,1,1.00E-10,1.003108889,0.371,0.029,0
Macrophages,DC,CD52,SIGLEC10,0.005127606,0.02,3250,CD52 - SIGLEC10,other,other,other,Pos,-1.969462202,0.535,0.985,0,0.349294651,0.28,0.133,7.91E-09
T cells,DC,CD52,SIGLEC10,0.013342676,0,3250,CD52 - SIGLEC10,other,other,other,Pos,-0.269342724,0.756,0.846,7.46E-19,0.349294651,0.28,0.133,7.91E-09
DC,DC,CD52,SIGLEC10,0.003826967,0.02,3250,CD52 - SIGLEC10,other,other,other,Pos,-0.949915212,0.538,0.768,5.27E-29,0.349294651,0.28,0.133,7.91E-09
Prolif.T,DC,CD52,SIGLEC10,0.014271377,0,3250,CD52 - SIGLEC10,other,other,other,Pos,-0.416111542,0.952,1,1.00E-10,0.349294651,0.28,0.133,7.91E-09
DC,Macrophages,A2M,LRP1,0.009858777,0,1,A2M - LRP1,other,other,other,Neg,-0.2924628,0.152,0.288,1.72E-08,NA,NA,NA,NA
DC,Prolif.T,A2M,LRP1,0.007729006,0,1,A2M - LRP1,other,other,other,Neg,-0.2924628,0.152,0.288,1.72E-08,-1.072248985,0.048,0.788,2.66E-103
DC,Ciliated,A2M,LRP1,0.009879164,0,1,A2M - LRP1,other,other,other,Neg,-0.2924628,0.152,0.288,1.72E-08,-0.924750868,0.216,0.83,8.77E-22
DC,Aveolar cells,A2M,LRP1,0.006614904,0,1,A2M - LRP1,other,other,other,Neg,-0.2924628,0.152,0.288,1.72E-08,-0.905994064,0.098,0.625,3.21E-06
Prolif.T,Macrophages,ADAM15,ITGA5,0.000771862,0,14,ADAM15 - ITGA5,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,0.451215307,0.364,0.27,2.58E-111
Prolif.T,Prolif.T,ADAM15,ITGA5,0.000785843,0,14,ADAM15 - ITGA5,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,-0.261011567,0.08,0.375,6.71E-17
Prolif.T,Aveolar cells,ADAM15,ITGA5,0.000829589,0,14,ADAM15 - ITGA5,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,-0.253992407,0.042,0.375,0.000110237
Prolif.T,Aveolar cells,ADAM15,ITGAV,0.000282962,0,16,ADAM15 - ITGAV,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,NA,NA,NA,NA
Prolif.T,Macrophages,ADAM15,ITGB1,0.00434053,0,17,ADAM15 - ITGB1,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,-0.138667375,0.401,0.651,3.47E-181
Prolif.T,DC,ADAM15,ITGB1,0.004168171,0,17,ADAM15 - ITGB1,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,-0.213720894,0.496,0.624,4.78E-07
Prolif.T,Prolif.T,ADAM15,ITGB1,0.005340697,0,17,ADAM15 - ITGB1,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,-0.225799727,0.591,0.75,6.44E-05
Prolif.T,Ciliated,ADAM15,ITGB1,0.004100912,0,17,ADAM15 - ITGB1,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,-0.197384148,0.409,0.619,0.003302036
Prolif.T,Aveolar cells,ADAM15,ITGB1,0.001115342,0,17,ADAM15 - ITGB1,other,other,other,Neg,-0.235160802,0.135,0.325,1.29E-06,0.451650607,0.58,0.375,0.251212292
Ciliated,Macrophages,ADAM17,ITGA5,0.001462293,0.01,20,ADAM17 - ITGA5,other,other,other,Neg,-0.413255145,0.125,0.399,4.98E-06,0.451215307,0.364,0.27,2.58E-111
Aveolar cells,Macrophages,ADAM17,ITGA5,0.005133901,0,20,ADAM17 - ITGA5,other,other,other,Neg,-0.752479742,0.154,0.75,6.68E-06,0.451215307,0.364,0.27,2.58E-111
Aveolar cells,Prolif.T,ADAM17,ITGA5,0.005226482,0.04,20,ADAM17 - ITGA5,other,other,other,Neg,-0.752479742,0.154,0.75,6.68E-06,-0.261011567,0.08,0.375,6.71E-17
Aveolar cells,Macrophages,ADAM17,ITGB1,0.028299088,0.04,21,ADAM17 - ITGB1,other,other,other,Neg,-0.752479742,0.154,0.75,6.68E-06,-0.138667375,0.401,0.651,3.47E-181
Ciliated,Prolif.T,ADAM17,ITGB1,0.010076743,0.01,21,ADAM17 - ITGB1,other,other,other,Neg,-0.413255145,0.125,0.399,4.98E-06,-0.225799727,0.591,0.75,6.44E-05
Aveolar cells,Prolif.T,ADAM17,ITGB1,0.034627904,0,21,ADAM17 - ITGB1,other,other,other,Neg,-0.752479742,0.154,0.75,6.68E-06,-0.225799727,0.591,0.75,6.44E-05
Macrophages,Macrophages,ALOX5AP,ALOX5,0.160240699,0,96,ALOX5AP - ALOX5,other,other,other,Neg,-1.429330476,0.329,0.973,0,-0.741695243,0.387,0.883,0
Ciliated,Macrophages,ALOX5AP,ALOX5,0.15722579,0.01,96,ALOX5AP - ALOX5,other,other,other,Neg,-2.132353051,0.148,0.987,1.02E-39,-0.741695243,0.387,0.883,0
Prolif.T,Macrophages,ANXA1,FPR2,0.0115197,0,122,ANXA1 - FPR2,other,other,other,Neg,-0.545659214,0.817,0.962,1.04E-10,0.129207633,0.226,0.256,0.057147695
Prolif.T,DC,ANXA1,FPR3,0.027080645,0,123,ANXA1 - FPR3,other,other,other,Neg,-0.545659214,0.817,0.962,1.04E-10,-0.138568954,0.35,0.475,4.07E-05
Prolif.T,Prolif.T,ANXA1,FPR3,0.009513872,0,123,ANXA1 - FPR3,other,other,other,Neg,-0.545659214,0.817,0.962,1.04E-10,-0.235861063,0.034,0.262,1.27E-19
Macrophages,Macrophages,APOE,LRP1,0.147399038,0,167,APOE - LRP1,other,other,other,Neg,-0.693252079,0.375,0.976,0,NA,NA,NA,NA
Prolif.T,Macrophages,APOE,LRP1,0.156158716,0,167,APOE - LRP1,other,other,other,Neg,-3.121484891,0.058,0.962,1.82E-138,NA,NA,NA,NA
Ciliated,Macrophages,APOE,LRP1,0.147315713,0,167,APOE - LRP1,other,other,other,Neg,-1.893126966,0.216,0.991,2.85E-35,NA,NA,NA,NA
Aveolar cells,Macrophages,APOE,LRP1,0.136359802,0.01,167,APOE - LRP1,other,other,other,Neg,-2.58861817,0.126,1,7.69E-13,NA,NA,NA,NA
Macrophages,Ciliated,APOE,LRP1,0.147661422,0.02,167,APOE - LRP1,other,other,other,Neg,-0.693252079,0.375,0.976,0,-0.924750868,0.216,0.83,8.77E-22
Prolif.T,Ciliated,APOE,LRP1,0.156433833,0,167,APOE - LRP1,other,other,other,Neg,-3.121484891,0.058,0.962,1.82E-138,-0.924750868,0.216,0.83,8.77E-22
Ciliated,Ciliated,APOE,LRP1,0.147577975,0.02,167,APOE - LRP1,other,other,other,Neg,-1.893126966,0.216,0.991,2.85E-35,-0.924750868,0.216,0.83,8.77E-22
Macrophages,Prolif.T,APOE,SORL1,0.015152634,0,172,APOE - SORL1,other,other,other,Neg,-0.693252079,0.375,0.976,0,-0.166729998,0.096,0.312,5.74E-09
T cells,Prolif.T,APOE,SORL1,0.002349948,0,172,APOE - SORL1,other,other,other,Neg,-1.114882122,0.043,0.275,4.36E-147,-0.166729998,0.096,0.312,5.74E-09
DC,Prolif.T,APOE,SORL1,0.001209795,0,172,APOE - SORL1,other,other,other,Neg,-0.331835089,0.211,0.294,0.000684386,-0.166729998,0.096,0.312,5.74E-09
Prolif.T,Prolif.T,APOE,SORL1,0.016202483,0,172,APOE - SORL1,other,other,other,Neg,-3.121484891,0.058,0.962,1.82E-138,-0.166729998,0.096,0.312,5.74E-09
Ciliated,Prolif.T,APOE,SORL1,0.015142741,0,172,APOE - SORL1,other,other,other,Neg,-1.893126966,0.216,0.991,2.85E-35,-0.166729998,0.096,0.312,5.74E-09
Aveolar cells,Prolif.T,APOE,SORL1,0.013856829,0,172,APOE - SORL1,other,other,other,Neg,-2.58861817,0.126,1,7.69E-13,-0.166729998,0.096,0.312,5.74E-09
Macrophages,Macrophages,C1QB,LRP1,0.175397072,0,305,C1QB - LRP1,other,other,other,Neg,-0.761789297,0.607,0.945,0,NA,NA,NA,NA
Prolif.T,Macrophages,C1QB,LRP1,0.171603373,0,305,C1QB - LRP1,other,other,other,Neg,-2.752591976,0.136,0.962,2.47E-89,NA,NA,NA,NA
Ciliated,Macrophages,C1QB,LRP1,0.182022961,0,305,C1QB - LRP1,other,other,other,Neg,-2.53717399,0.193,0.991,2.04E-39,NA,NA,NA,NA
Aveolar cells,Macrophages,C1QB,LRP1,0.161860785,0,305,C1QB - LRP1,other,other,other,Neg,-3.036669765,0.105,1,5.19E-14,NA,NA,NA,NA
Macrophages,Ciliated,C1QB,LRP1,0.175699025,0.03,305,C1QB - LRP1,other,other,other,Neg,-0.761789297,0.607,0.945,0,-0.924750868,0.216,0.83,8.77E-22
Ciliated,Ciliated,C1QB,LRP1,0.182333799,0,305,C1QB - LRP1,other,other,other,Neg,-2.53717399,0.193,0.991,2.04E-39,-0.924750868,0.216,0.83,8.77E-22
Prolif.T,Prolif.T,CCL23,CCR1,0.000650443,0,524,CCL23 - CCR1,other,other,other,Neg,-0.387630751,0.009,0.312,1.23E-52,0.698123863,0.631,0.262,2.35E-12
Prolif.T,DC,CD14,ITGA4,0.020953248,0,607,CD14 - ITGA4,other,other,other,Neg,-0.834938864,0.078,0.675,1.58E-56,0.109853142,0.582,0.517,0.060516145
Prolif.T,Prolif.T,CD14,ITGA4,0.001135602,0,607,CD14 - ITGA4,other,other,other,Neg,-0.834938864,0.078,0.675,1.58E-56,0.795369665,0.69,0.25,1.43E-14
Prolif.T,Prolif.T,CD14,ITGB1,0.033464561,0,608,CD14 - ITGB1,other,other,other,Neg,-0.834938864,0.078,0.675,1.58E-56,-0.225799727,0.591,0.75,6.44E-05
Prolif.T,Macrophages,CD14,TLR4,0.005276474,0,611,CD14 - TLR4,other,other,other,Neg,-0.834938864,0.078,0.675,1.58E-56,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Ciliated,CD14,TLR4,0.006178772,0.03,611,CD14 - TLR4,other,other,other,Neg,-0.834938864,0.078,0.675,1.58E-56,-0.235743065,0.045,0.283,1.22E-05
Ciliated,Macrophages,CD36,TLR4,0.001469167,0,617,CD36 - TLR4,other,other,other,Neg,-0.339735855,0.057,0.345,7.09E-07,0.30380965,0.311,0.275,1.84E-28
Ciliated,Ciliated,CD36,TLR4,0.001721527,0,617,CD36 - TLR4,other,other,other,Neg,-0.339735855,0.057,0.345,7.09E-07,-0.235743065,0.045,0.283,1.22E-05
Ciliated,T cells,CD58,CD2,0.017336988,0,627,CD58 - CD2,other,other,other,Neg,-0.383938136,0.148,0.417,1.41E-05,0.277782278,0.756,0.642,3.01E-17
Aveolar cells,Macrophages,COL9A2,ITGB1,0.001938319,0.04,799,COL9A2 - ITGB1,other,other,other,Neg,-0.337317853,0.014,0.25,6.70E-05,-0.138667375,0.401,0.651,3.47E-181
Aveolar cells,DC,COL9A2,ITGB1,0.001861172,0.04,799,COL9A2 - ITGB1,other,other,other,Neg,-0.337317853,0.014,0.25,6.70E-05,-0.213720894,0.496,0.624,4.78E-07
Aveolar cells,Prolif.T,COL9A2,ITGB1,0.002386283,0.02,799,COL9A2 - ITGB1,other,other,other,Neg,-0.337317853,0.014,0.25,6.70E-05,-0.225799727,0.591,0.75,6.44E-05
Aveolar cells,Ciliated,COL9A2,ITGB1,0.001831071,0.04,799,COL9A2 - ITGB1,other,other,other,Neg,-0.337317853,0.014,0.25,6.70E-05,-0.197384148,0.409,0.619,0.003302036
Prolif.T,T cells,CXCL16,CXCR6,0.027483321,0,894,CXCL16 - CXCR6,other,other,other,Neg,-1.440429068,0.05,0.862,4.07E-120,0.432235205,0.42,0.27,2.23E-17
Prolif.T,DC,DEFB1,CCR6,0.001967982,0,952,DEFB1 - CCR6,other,other,other,Neg,-0.635890194,0.04,0.375,8.08E-33,-0.436572351,0.138,0.359,1.62E-19
Prolif.T,Macrophages,FABP5,RXRA,0.017982372,0,1125,FABP5 - RXRA,other,other,other,Neg,-0.637284418,0.824,0.975,2.75E-17,NA,NA,NA,NA
Ciliated,Macrophages,FABP5,RXRA,0.01572726,0,1125,FABP5 - RXRA,other,other,other,Neg,-1.617321888,0.148,0.973,1.05E-34,NA,NA,NA,NA
Prolif.T,Ciliated,FABP5,RXRA,0.018212292,0.01,1125,FABP5 - RXRA,other,other,other,Neg,-0.637284418,0.824,0.975,2.75E-17,NA,NA,NA,NA
Prolif.T,Macrophages,FN1,C5AR1,0.040813354,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.737660924,0.043,0.588,5.15E-70,NA,NA,NA,NA
Ciliated,Macrophages,FN1,C5AR1,0.032974087,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.369768958,0.091,0.605,2.41E-16,NA,NA,NA,NA
Prolif.T,Prolif.T,FN1,C5AR1,0.030861354,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.737660924,0.043,0.588,5.15E-70,-0.706202199,0.038,0.575,5.70E-70
Ciliated,Prolif.T,FN1,C5AR1,0.024884037,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.369768958,0.091,0.605,2.41E-16,-0.706202199,0.038,0.575,5.70E-70
Prolif.T,Ciliated,FN1,C5AR1,0.039026592,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.737660924,0.043,0.588,5.15E-70,-0.386672327,0.261,0.614,8.86E-07
Ciliated,Ciliated,FN1,C5AR1,0.031519242,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.369768958,0.091,0.605,2.41E-16,-0.386672327,0.261,0.614,8.86E-07
Prolif.T,Aveolar cells,FN1,C5AR1,0.052786174,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.737660924,0.043,0.588,5.15E-70,-1.159936414,0.056,0.75,6.13E-12
Ciliated,Aveolar cells,FN1,C5AR1,0.04274971,0,1275,FN1 - C5AR1,other,other,other,Neg,-1.369768958,0.091,0.605,2.41E-16,-1.159936414,0.056,0.75,6.13E-12
